,userId,Recommendation
1224,118118,"[(2917, 3.56154465675354), (32, 3.56154465675354), (4465, 3.56154465675354), (7162, 3.5250892639160156), (53519, 3.4976658821105957), (4466, 3.2212905883789062), (6287, 3.2016212940216064), (2505, 3.2009739875793457), (2699, 3.089963436126709), (413, 3.0331809520721436)]"
1225,175830,"[(170705, 3.946662425994873), (924, 3.2872915267944336), (109487, 3.1547956466674805), (7139, 3.1448276042938232), (508, 3.072674512863159), (7773, 2.994771718978882), (68073, 2.9246630668640137), (353, 2.7523066997528076), (59784, 2.719956636428833), (4975, 2.681807041168213)]"
1226,225092,"[(1089, 2.8476648330688477), (1446, 2.8353636264801025), (7981, 2.733717441558838), (27700, 2.6991772651672363), (8873, 2.6506314277648926), (2924, 2.6327648162841797), (4881, 2.6005048751831055), (33166, 2.5680737495422363), (2580, 2.565061569213867), (2075, 2.550839424133301)]"
1227,256521,"[(1233, 3.7165181636810303), (36, 3.56154465675354), (1270, 3.56154465675354), (1303, 3.56154465675354), (2757, 3.555720090866089), (1395, 3.4010555744171143), (539, 3.38358211517334), (597, 3.373501777648926), (574, 3.3659753799438477), (104, 3.341073513031006)]"
1228,93430,"[(1387, 3.56154465675354), (7254, 3.56154465675354), (4901, 3.5587761402130127), (2797, 3.5386195182800293), (2081, 3.51363205909729), (8644, 3.4270260334014893), (353, 3.4166994094848633), (1372, 3.4003803730010986), (104, 3.388624906539917), (7373, 3.337254524230957)]"
1229,58246,"[(5498, 3.9116220474243164), (8507, 3.6735920906066895), (122882, 3.6551403999328613), (1321, 3.56154465675354), (7254, 3.5485787391662598), (5349, 3.457951307296753), (8641, 3.453324317932129), (2407, 3.432124614715576), (2105, 3.4156925678253174), (6863, 3.409965991973877)]"
1230,100708,"[(541, 3.936126470565796), (1089, 3.9205994606018066), (1244, 3.853083372116089), (3681, 3.832879066467285), (3741, 3.804367780685425), (1263, 3.7540342807769775), (2997, 3.7480175495147705), (8094, 3.724788188934326), (32, 3.7241463661193848), (115569, 3.707749605178833)]"
1231,170551,"[(33154, 3.979125738143921), (32, 3.9739925861358643), (1358, 3.9729087352752686), (46578, 3.9247007369995117), (44665, 3.897270679473877), (1394, 3.8795127868652344), (3252, 3.7524404525756836), (60161, 3.6939778327941895), (8641, 3.564136266708374), (2413, 3.56154465675354)]"
1232,1275,"[(858, 4.110612869262695), (541, 3.857910633087158), (1089, 3.8416264057159424), (1270, 3.677309513092041), (3671, 3.630401134490967), (2985, 3.56154465675354), (3654, 3.56154465675354), (6294, 3.56154465675354), (2407, 3.56154465675354), (61248, 3.56154465675354)]"
1233,90115,"[(1250, 4.33558464050293), (1089, 4.2635273933410645), (2940, 4.171421527862549), (1291, 4.170166969299316), (1270, 4.143722057342529), (32, 4.113308906555176), (2917, 4.100097179412842), (1834, 4.080023288726807), (2333, 4.041968822479248), (1968, 4.007838249206543)]"
1234,248979,"[(858, 4.500041484832764), (3435, 4.40118408203125), (2937, 4.3055830001831055), (7981, 4.278632164001465), (134853, 4.2496538162231445), (2176, 4.244956016540527), (100714, 4.2270894050598145), (61236, 4.2094621658325195), (4329, 4.182552337646484), (33660, 4.164972305297852)]"
1235,48750,"[(6993, 4.345963478088379), (100714, 4.321168422698975), (109487, 4.320371627807617), (1084, 4.301360130310059), (3545, 4.3000712394714355), (176371, 4.299168109893799), (1537, 4.2663984298706055), (46578, 4.247237205505371), (508, 4.225781440734863), (106782, 4.222548961639404)]"
1236,95971,"[(541, 4.0743088722229), (1265, 3.8469955921173096), (63082, 3.7627644538879395), (16, 3.711982250213623), (4881, 3.687835216522217), (115617, 3.6446759700775146), (4901, 3.5861995220184326), (97921, 3.585979700088501), (79224, 3.3975942134857178), (3752, 3.2799108028411865)]"
1237,263856,"[(1291, 4.094189643859863), (40414, 4.0419602394104), (57504, 4.028574466705322), (1387, 3.9588232040405273), (106782, 3.9474730491638184), (1968, 3.90531063079834), (71535, 3.800565481185913), (79702, 3.795929193496704), (115617, 3.7159035205841064), (31660, 3.495917320251465)]"
1238,223606,"[(858, 3.8128490447998047), (33154, 3.479018211364746), (2997, 3.4611778259277344), (44665, 3.375911235809326), (322, 3.3591761589050293), (1653, 3.33449649810791), (33660, 3.3324878215789795), (36, 3.331037998199463), (50851, 3.323467254638672), (1394, 3.32239031791687)]"
1239,236068,"[(2905, 4.146552085876465), (1256, 4.088198184967041), (2068, 4.0814619064331055), (2937, 4.046424388885498), (1244, 4.0130295753479), (1104, 3.978022336959839), (134853, 3.9752423763275146), (3741, 3.9690186977386475), (3545, 3.911229133605957), (3671, 3.890779733657837)]"
1240,144323,"[(1276, 4.398563385009766), (1273, 4.329995155334473), (1104, 4.31028413772583), (3741, 4.303621292114258), (2575, 4.264161109924316), (4095, 4.230428695678711), (1834, 4.220004081726074), (1243, 4.219882965087891), (508, 4.184427261352539), (1394, 4.174131870269775)]"
1241,249690,"[(541, 3.6823999881744385), (1263, 3.56154465675354), (1104, 3.5613081455230713), (1291, 3.5526483058929443), (44665, 3.5286500453948975), (1358, 3.5285017490386963), (2918, 3.5250797271728516), (79720, 3.513650417327881), (55814, 3.495575189590454), (33166, 3.4879226684570312)]"
1242,39538,"[(1217, 4.266807556152344), (924, 4.139549732208252), (32, 4.087296962738037), (1387, 4.016598224639893), (1374, 3.888099193572998), (671, 3.840501308441162), (5380, 3.7341670989990234), (253, 3.669503688812256), (2140, 3.6457183361053467), (6218, 3.55440616607666)]"
1243,132687,"[(4973, 4.121059894561768), (955, 4.064941883087158), (3671, 3.8437132835388184), (6663, 3.688767194747925), (6183, 3.492305040359497), (6708, 3.3819692134857178), (5095, 3.3026561737060547), (6755, 3.2588090896606445), (3235, 3.214841365814209), (6863, 3.008765935897827)]"
1244,218822,"[(858, 4.349410533905029), (4973, 4.173458099365234), (1945, 4.155137062072754), (1244, 4.077645301818848), (2804, 3.989753246307373), (1358, 3.965080976486206), (1653, 3.821645498275757), (5034, 3.818671226501465), (3114, 3.812119960784912), (4705, 3.772423505783081)]"
1245,15122,"[(924, 3.717881917953491), (1387, 3.5829861164093018), (1127, 3.540386199951172), (6218, 3.3946666717529297), (2124, 3.199509859085083), (8644, 3.165635824203491), (8984, 3.1280508041381836), (185, 2.5562422275543213), (1438, 2.5004358291625977), (6157, 2.363926887512207)]"
1246,170464,"[(1212, 4.051870346069336), (4973, 3.934070587158203), (1217, 3.922619104385376), (2010, 3.8326339721679688), (1300, 3.802008628845215), (2924, 3.5809619426727295), (16, 3.5538179874420166), (2912, 3.552354335784912), (968, 3.5504448413848877), (7254, 3.525608777999878)]"
1247,220548,"[(858, 4.3342742919921875), (4973, 4.155126571655273), (541, 4.129804611206055), (1387, 3.8663015365600586), (106782, 3.8615598678588867), (1968, 3.8255434036254883), (8873, 3.8106689453125), (2005, 3.585244655609131), (253, 3.56154465675354), (5349, 3.56154465675354)]"
1248,139670,"[(1233, 4.3214263916015625), (541, 4.286040306091309), (2068, 4.2809343338012695), (2010, 4.233868598937988), (924, 4.1765923500061035), (1270, 4.156126499176025), (2997, 4.147698879241943), (1265, 4.097593307495117), (2918, 4.0887532234191895), (27700, 4.066972732543945)]"
1249,218086,"[(1233, 4.361788749694824), (2997, 4.196221351623535), (50851, 4.175199508666992), (55118, 4.113635063171387), (1387, 4.1099653244018555), (508, 4.109573841094971), (1968, 4.075561046600342), (8340, 4.0571088790893555), (16, 4.038434982299805), (70286, 4.0287346839904785)]"
1250,69575,"[(3545, 4.07230806350708), (3671, 4.048520565032959), (3098, 4.009827613830566), (1968, 3.9428272247314453), (3852, 3.6113603115081787), (1395, 3.5466251373291016), (2734, 3.4291977882385254), (1569, 3.325854539871216), (852, 3.2654590606689453), (3827, 3.217897415161133)]"
1251,3066,"[(4973, 3.956941604614258), (4975, 3.56154465675354), (3702, 3.56154465675354), (597, 3.56154465675354), (5640, 3.56154465675354), (7254, 3.56154465675354), (104, 3.5569849014282227), (1801, 3.4830965995788574), (3285, 3.451451301574707), (4161, 3.38690447807312)]"
1252,280669,"[(541, 4.11102294921875), (954, 4.045260429382324), (1084, 3.945530414581299), (6283, 3.9405860900878906), (1834, 3.8847432136535645), (44665, 3.8437016010284424), (508, 3.843173027038574), (6773, 3.834698438644409), (1394, 3.8253793716430664), (4848, 3.773441791534424)]"
1253,73406,"[(71899, 4.286974906921387), (1089, 4.286116600036621), (924, 4.189393997192383), (2804, 4.162322998046875), (2997, 4.1608476638793945), (115569, 4.130670547485352), (83132, 4.069191932678223), (1968, 4.025078773498535), (79008, 4.001382827758789), (4552, 3.98715877532959)]"
1254,55097,"[(1263, 3.6412601470947266), (2804, 3.5233030319213867), (1358, 3.4993820190429688), (1387, 3.3862268924713135), (2924, 3.3801252841949463), (1394, 3.372638702392578), (968, 3.286634922027588), (1321, 3.240382194519043), (2921, 3.2158076763153076), (3105, 3.1748595237731934)]"
1255,182116,"[(858, 4.2233076095581055), (1089, 3.978764057159424), (923, 3.9609217643737793), (109487, 3.8417844772338867), (2997, 3.8164212703704834), (115569, 3.7779934406280518), (81932, 3.663996696472168), (97921, 3.4488375186920166), (105213, 3.1198737621307373), (94777, 2.762759208679199)]"
1256,91901,"[(2997, 4.135628700256348), (1374, 3.918581485748291), (2912, 3.71826434135437), (1129, 3.511845827102661), (3729, 3.410027503967285), (2407, 3.3938608169555664), (3444, 3.1547372341156006), (4396, 2.9094228744506836), (2410, 2.6946420669555664), (208, 2.5182220935821533)]"
1257,132129,"[(3435, 4.410787582397461), (1276, 4.356663703918457), (48516, 4.341005325317383), (923, 4.324678421020508), (2010, 4.29966926574707), (3224, 4.293793201446533), (1244, 4.290621757507324), (3819, 4.25663948059082), (32, 4.199124336242676), (1358, 4.198223114013672)]"
1258,235722,"[(858, 3.671706438064575), (1084, 3.48862886428833), (954, 3.4494805335998535), (1291, 3.4350318908691406), (8482, 3.399224281311035), (6663, 3.3585546016693115), (1387, 3.3408219814300537), (1946, 3.327322483062744), (4178, 3.3241705894470215), (3545, 3.316452741622925)]"
1259,236327,"[(1089, 4.1899919509887695), (2804, 4.053695201873779), (1946, 4.026559352874756), (2918, 3.9902241230010986), (1394, 3.9376604557037354), (1968, 3.9161252975463867), (1073, 3.8194470405578613), (2312, 3.7817821502685547), (2081, 3.694671392440796), (4799, 3.6832354068756104)]"
1260,135572,"[(858, 3.923513650894165), (541, 3.617392063140869), (32, 3.466496706008911), (924, 3.458162784576416), (2918, 3.319910764694214), (1073, 3.199601888656616), (1127, 3.16560435295105), (2081, 3.059380054473877), (3189, 3.0427322387695312), (1372, 2.89859938621521)]"
1261,160186,"[(42732, 3.56154465675354), (60487, 3.56154465675354), (59784, 3.56154465675354), (53125, 3.56154465675354), (72641, 3.56154465675354), (63082, 3.56154465675354), (5299, 3.56154465675354), (1387, 3.56154465675354), (6785, 3.56154465675354), (47382, 3.5605309009552)]"
1262,70346,"[(858, 4.523237705230713), (1900, 4.431699275970459), (3307, 4.41285514831543), (1256, 4.367643356323242), (955, 4.344586372375488), (4967, 4.293228626251221), (6787, 4.290962219238281), (2176, 4.27785062789917), (2300, 4.27065372467041), (114028, 4.26375675201416)]"
1263,1711,"[(858, 4.222082138061523), (3435, 4.0808916091918945), (1276, 4.004179954528809), (1089, 3.9772584438323975), (4432, 3.929049253463745), (3224, 3.9165401458740234), (5385, 3.875748634338379), (1104, 3.874720811843872), (3741, 3.8651041984558105), (924, 3.8513851165771484)]"
1264,193111,"[(2804, 4.08360481262207), (1968, 3.9490973949432373), (26865, 3.9014718532562256), (4975, 3.5828804969787598), (8644, 3.570863962173462), (104, 3.56154465675354), (4446, 3.560560941696167), (56775, 3.5477383136749268), (6373, 3.543426513671875), (4270, 3.4502782821655273)]"
1265,126419,"[(1233, 3.7252018451690674), (3098, 3.56154465675354), (1291, 3.56154465675354), (3114, 3.56154465675354), (2997, 3.56154465675354), (1537, 3.56154465675354), (32, 3.56154465675354), (1127, 3.5495195388793945), (3512, 3.522662878036499), (514, 3.5004100799560547)]"
1266,177578,"[(32, 4.240555763244629), (3671, 4.236480712890625), (1387, 4.179011344909668), (1394, 4.16472053527832), (1968, 4.146645545959473), (1073, 4.064900875091553), (4036, 3.977473258972168), (2797, 3.975416898727417), (493, 3.9533097743988037), (2005, 3.9470033645629883)]"
1267,41959,"[(1250, 4.366720199584961), (923, 4.274554252624512), (1104, 4.204433441162109), (3819, 4.156092166900635), (2618, 4.129566192626953), (36, 4.061283588409424), (535, 4.017777442932129), (229, 3.6799821853637695), (4225, 3.6507792472839355), (2390, 3.501487970352173)]"
1268,153564,"[(1291, 3.5665407180786133), (1265, 3.56154465675354), (32, 3.56154465675354), (1270, 3.557131052017212), (1968, 3.5082221031188965), (3114, 3.5032691955566406), (353, 3.2590460777282715), (4975, 3.256830930709839), (3729, 3.192033052444458), (5437, 3.1845993995666504)]"
1269,55085,"[(1300, 3.56154465675354), (6787, 3.5592281818389893), (955, 3.5532360076904297), (2176, 3.5499725341796875), (2618, 3.4943976402282715), (2804, 3.4478824138641357), (1394, 3.428507089614868), (4103, 3.4273550510406494), (1387, 3.4212629795074463), (5385, 3.4145290851593018)]"
1270,277891,"[(3741, 4.343728542327881), (36, 4.333449363708496), (3334, 4.297887802124023), (4021, 4.235479354858398), (535, 4.205104351043701), (1968, 4.203031539916992), (2922, 4.08702278137207), (3105, 3.980189323425293), (2912, 3.952936887741089), (3457, 3.6188035011291504)]"
1271,31816,"[(858, 4.707472324371338), (32, 4.508206844329834), (1265, 4.490445137023926), (33166, 4.4322404861450195), (16, 4.41766881942749), (6708, 4.29278039932251), (1127, 4.2925519943237305), (8644, 4.197941780090332), (6218, 4.194965362548828), (53125, 4.18625545501709)]"
1272,280497,"[(858, 4.23931360244751), (48516, 4.003329277038574), (1089, 3.9984548091888428), (1270, 3.8487191200256348), (100714, 3.8465898036956787), (8094, 3.831162452697754), (1265, 3.7760019302368164), (63082, 3.6847777366638184), (4848, 3.6523168087005615), (1968, 3.6425371170043945)]"
1273,220841,"[(134853, 4.680172443389893), (176371, 4.657688617706299), (122882, 4.6121907234191895), (4848, 4.589310169219971), (70286, 4.577998638153076), (71535, 4.572970390319824), (115617, 4.554755210876465), (6953, 4.531355381011963), (4901, 4.529672145843506), (8641, 4.453639984130859)]"
1274,164815,"[(80906, 4.108609676361084), (109487, 4.051211357116699), (176371, 4.023756980895996), (106782, 3.9255433082580566), (122882, 3.915968656539917), (62511, 3.8391330242156982), (168252, 3.837027072906494), (3252, 3.7881059646606445), (122920, 3.6838459968566895), (2081, 3.628973960876465)]"
1275,34042,"[(858, 4.037925720214844), (1250, 3.8613288402557373), (541, 3.771597385406494), (1291, 3.620309591293335), (1270, 3.583106517791748), (1127, 3.56154465675354), (165, 3.56154465675354), (991, 3.557913303375244), (1429, 3.4105777740478516), (3704, 3.3631317615509033)]"
1276,161528,"[(541, 4.442691326141357), (48516, 4.436437606811523), (2997, 4.329326629638672), (6283, 4.32393741607666), (32, 4.311419486999512), (8607, 4.302796840667725), (55118, 4.2576704025268555), (7022, 4.244950294494629), (82459, 4.205522060394287), (101, 4.143216609954834)]"
1277,189296,"[(1270, 4.13477087020874), (6283, 4.0983686447143555), (1265, 4.075131416320801), (2918, 4.064260482788086), (508, 4.016315460205078), (6796, 3.9633848667144775), (3114, 3.9565186500549316), (4523, 3.7199862003326416), (6296, 3.708782196044922), (2912, 3.655937671661377)]"
1278,79462,"[(5064, 3.56154465675354), (74458, 3.56154465675354), (1104, 3.56154465675354), (33154, 3.56154465675354), (79008, 3.56154465675354), (3681, 3.56154465675354), (8033, 3.56154465675354), (60487, 3.56154465675354), (2139, 3.56154465675354), (1968, 3.56154465675354)]"
1279,110844,"[(1217, 4.0585455894470215), (3091, 3.9723596572875977), (3037, 3.9452285766601562), (4967, 3.94008469581604), (1303, 3.9215569496154785), (2300, 3.909473180770874), (36, 3.903886079788208), (2997, 3.8701624870300293), (3114, 3.7226171493530273), (4848, 3.6873855590820312)]"
1280,89930,"[(7981, 3.7326369285583496), (1263, 3.630122184753418), (32, 3.5970866680145264), (54995, 3.56154465675354), (5064, 3.56154465675354), (53550, 3.56154465675354), (2924, 3.56154465675354), (2081, 3.5522327423095703), (59784, 3.490626096725464), (8641, 3.4546735286712646)]"
1281,56220,"[(48516, 4.037684440612793), (1291, 3.9187371730804443), (32, 3.850050449371338), (44665, 3.7673490047454834), (1387, 3.767289161682129), (1073, 3.617457389831543), (3301, 3.56154465675354), (5349, 3.56154465675354), (104, 3.56154465675354), (165, 3.56154465675354)]"
1282,169347,"[(541, 4.238961219787598), (3096, 4.1626763343811035), (1303, 4.137509822845459), (36, 4.122469902038574), (1270, 4.102511405944824), (25940, 4.098523139953613), (2804, 4.095244407653809), (3334, 4.0783586502075195), (1358, 4.0699992179870605), (1387, 3.999399423599243)]"
1283,259093,"[(109487, 4.166836261749268), (74458, 4.066400527954102), (3702, 3.747129201889038), (5640, 3.6475956439971924), (99112, 3.642537832260132), (5349, 3.6143221855163574), (179819, 3.600067377090454), (8984, 3.5697860717773438), (70336, 3.56154465675354), (2985, 3.56154465675354)]"
1284,187986,"[(5008, 4.089380264282227), (8656, 4.081231117248535), (3435, 4.048434734344482), (1217, 3.9754128456115723), (1945, 3.9651710987091064), (2843, 3.96026349067688), (1256, 3.958146095275879), (71899, 3.9433794021606445), (3741, 3.8275225162506104), (1291, 3.8208930492401123)]"
1285,81716,"[(1089, 4.174105644226074), (1104, 4.086116790771484), (1291, 4.072203636169434), (1270, 4.043450832366943), (1358, 4.009387969970703), (535, 3.89910626411438), (1968, 3.8964741230010986), (4465, 3.812405586242676), (1179, 3.743039608001709), (4036, 3.695448637008667)]"
1286,96092,"[(3504, 3.9458892345428467), (32, 3.9174771308898926), (2918, 3.8056893348693848), (3062, 3.77860689163208), (3074, 3.710714340209961), (1653, 3.6866259574890137), (3114, 3.6628329753875732), (3072, 3.367483615875244), (2797, 3.316537618637085), (261, 3.275240898132324)]"
1287,44830,"[(32, 3.8202006816864014), (55118, 3.7407758235931396), (1653, 3.6638646125793457), (3252, 3.579023599624634), (3786, 3.4153528213500977), (597, 3.3838493824005127), (353, 3.3798677921295166), (42015, 3.2967422008514404), (3791, 3.222421646118164), (4018, 3.21952748298645)]"
1288,40404,"[(2905, 4.326391220092773), (1276, 4.286709308624268), (541, 4.277435302734375), (954, 4.2213287353515625), (1244, 4.214947700500488), (1300, 4.201961994171143), (1303, 4.179988861083984), (3741, 4.177833080291748), (924, 4.166958808898926), (1263, 4.140174865722656)]"
1289,278451,"[(48516, 4.156253814697266), (1387, 3.9088990688323975), (1968, 3.869157314300537), (5349, 3.56154465675354), (8644, 3.56154465675354), (34048, 3.56154465675354), (53125, 3.56154465675354), (2581, 3.56154465675354), (2699, 3.56154465675354), (539, 3.56154465675354)]"
1290,90121,"[(858, 3.7374186515808105), (6787, 3.56154465675354), (3088, 3.56154465675354), (2997, 3.5562357902526855), (1265, 3.534996509552002), (1270, 3.486602544784546), (46578, 3.4446420669555664), (4103, 3.4405627250671387), (3357, 3.4279849529266357), (2551, 3.336317777633667)]"
1291,182155,"[(541, 4.366135597229004), (1089, 4.35570764541626), (2997, 4.240199089050293), (1968, 4.121794700622559), (168252, 4.078987121582031), (122918, 4.073857307434082), (158238, 3.991328716278076), (5349, 3.5092811584472656), (61248, 2.6772754192352295), (4643, 2.4708752632141113)]"
1292,234381,"[(858, 4.494831085205078), (176371, 4.1949896812438965), (122882, 4.101285934448242), (166461, 4.018006324768066), (143355, 3.899904251098633), (115667, 3.82501220703125), (99112, 3.7156028747558594), (7373, 3.691253900527954), (179819, 3.6744539737701416), (69644, 3.6638269424438477)]"
1293,84948,"[(2105, 3.793280839920044), (2407, 3.765263319015503), (539, 3.7539684772491455), (3029, 3.6734135150909424), (3444, 3.6641132831573486), (1375, 3.649346351623535), (2985, 3.639766216278076), (2802, 3.563835859298706), (208, 3.56154465675354), (1779, 3.56154465675354)]"
1294,106817,"[(32, 3.6518468856811523), (1270, 3.4582512378692627), (2918, 3.3806352615356445), (122882, 3.380122423171997), (103341, 3.0677552223205566), (115617, 2.796081066131592), (2081, 2.70782470703125), (4975, 2.635361671447754), (7254, 2.621511220932007), (832, 2.345170021057129)]"
1295,47819,"[(48516, 4.309404373168945), (3681, 4.2490973472595215), (33660, 4.139881610870361), (1653, 4.038056373596191), (1073, 3.9588046073913574), (832, 3.3450024127960205), (2985, 3.2992935180664062), (2410, 2.80790638923645), (6595, 2.7918148040771484), (2497, 2.752169370651245)]"
1296,181159,"[(46578, 4.259780406951904), (1968, 4.208445072174072), (33166, 4.194811820983887), (70286, 4.166780948638916), (1374, 4.132343292236328), (1073, 4.131209850311279), (1321, 4.1153483390808105), (46723, 4.110567092895508), (7254, 4.065525054931641), (2081, 4.029754161834717)]"
1297,282383,"[(1212, 4.320957183837891), (1233, 4.244326114654541), (1945, 4.21198844909668), (923, 4.17825984954834), (4432, 4.1527299880981445), (3681, 4.12952995300293), (28, 4.1060590744018555), (2966, 4.0659637451171875), (55814, 4.0347676277160645), (1946, 4.030289649963379)]"
1298,206836,"[(858, 4.227534294128418), (25769, 3.8575403690338135), (2997, 3.822162628173828), (32, 3.7949752807617188), (2918, 3.7505831718444824), (1387, 3.7097768783569336), (6773, 3.700198173522949), (63082, 3.6713390350341797), (70286, 3.6061248779296875), (60161, 3.56154465675354)]"
1299,50410,"[(1212, 4.256561279296875), (3435, 4.212006568908691), (3307, 4.191905498504639), (1233, 4.174233436584473), (1276, 4.143621444702148), (3741, 4.0185651779174805), (5603, 3.981797456741333), (3545, 3.968600273132324), (5034, 3.8606925010681152), (1321, 3.7072505950927734)]"
1300,258767,"[(858, 4.310602188110352), (1276, 4.111577033996582), (924, 3.970418930053711), (1263, 3.9391448497772217), (2997, 3.9363837242126465), (63082, 3.7948806285858154), (1968, 3.789492130279541), (122918, 3.7777650356292725), (82459, 3.763465404510498), (55805, 3.682711601257324)]"
1301,244449,"[(1212, 3.847633123397827), (1250, 3.754420518875122), (541, 3.6781857013702393), (923, 3.5926666259765625), (924, 3.5266499519348145), (1084, 3.51326584815979), (3037, 3.4503655433654785), (3384, 3.4134910106658936), (3546, 3.3985707759857178), (1291, 3.3703784942626953)]"
1302,68178,"[(4973, 3.8108012676239014), (541, 3.783139228820801), (1089, 3.767406463623047), (7215, 3.7581098079681396), (1244, 3.6838619709014893), (2010, 3.6836724281311035), (3741, 3.6398119926452637), (1273, 3.6339609622955322), (924, 3.5932669639587402), (3334, 3.485219955444336)]"
1303,278034,"[(1233, 4.351408958435059), (541, 4.3173065185546875), (923, 4.292936325073242), (36, 4.210275173187256), (1084, 4.181511878967285), (1394, 4.08107852935791), (1179, 3.9239132404327393), (253, 3.794039249420166), (165, 3.7119574546813965), (1129, 3.647451639175415)]"
1304,161432,"[(6385, 3.7540524005889893), (2997, 3.688199043273926), (3296, 3.56154465675354), (1968, 3.5434377193450928), (3252, 3.538358449935913), (46723, 3.504518985748291), (2081, 3.406346559524536), (3526, 3.3972959518432617), (165, 3.392001152038574), (6218, 3.3504867553710938)]"
1305,239920,"[(858, 4.398440361022949), (122882, 3.9495491981506348), (82459, 3.900908946990967), (1374, 3.8302388191223145), (1073, 3.8288378715515137), (59369, 3.7630462646484375), (1127, 3.6824519634246826), (6218, 3.527719020843506), (1375, 3.4298298358917236), (69644, 3.384352922439575)]"
1306,259461,"[(1089, 4.2647905349731445), (5498, 4.234554767608643), (101, 3.9122395515441895), (3747, 3.8016223907470703), (53519, 3.793671131134033), (45183, 3.7184743881225586), (165, 3.6476502418518066), (8984, 3.468132972717285), (4446, 3.3234708309173584), (208, 2.91335391998291)]"
1307,4852,"[(6808, 3.56154465675354), (7254, 3.535594940185547), (4339, 3.5101370811462402), (3153, 3.413557291030884), (3699, 3.355945587158203), (2985, 3.2900824546813965), (1375, 3.2842795848846436), (7373, 3.261559009552002), (1801, 3.223219156265259), (3827, 3.1853113174438477)]"
1308,181736,"[(2918, 3.56154465675354), (6708, 3.5553207397460938), (8644, 3.4086263179779053), (6863, 3.363345146179199), (365, 3.228353261947632), (5667, 3.2245213985443115), (6287, 3.2000255584716797), (4161, 3.1793437004089355), (6586, 3.1407880783081055), (1021, 3.0633678436279297)]"
1309,2231,"[(1089, 4.161652565002441), (32, 3.996196985244751), (70286, 3.8276617527008057), (1073, 3.7824208736419678), (45183, 3.554372549057007), (52973, 3.515523672103882), (539, 3.5020978450775146), (50442, 3.499652862548828), (53125, 3.453731060028076), (7373, 3.410430431365967)]"
1310,203652,"[(3307, 4.248082637786865), (541, 4.202210903167725), (4967, 4.110011577606201), (3088, 4.096220016479492), (924, 4.08228063583374), (1809, 4.060922622680664), (946, 4.028718948364258), (6773, 3.925902843475342), (1270, 3.9108407497406006), (1394, 3.8461008071899414)]"
1311,70488,"[(83132, 4.150537490844727), (102194, 4.079373359680176), (70286, 4.07460880279541), (68073, 4.047822952270508), (115210, 3.9937686920166016), (143367, 3.965153217315674), (2081, 3.9268598556518555), (113862, 3.923567771911621), (156371, 3.875347137451172), (67267, 3.8593900203704834)]"
1312,79333,"[(48516, 3.902677059173584), (1256, 3.8793065547943115), (923, 3.879202127456665), (3741, 3.7915515899658203), (1104, 3.789976119995117), (176371, 3.6746716499328613), (1243, 3.6678051948547363), (115569, 3.6628754138946533), (3546, 3.5965075492858887), (4848, 3.563319683074951)]"
1313,109343,"[(1250, 4.2775444984436035), (541, 4.212932586669922), (48516, 4.204620361328125), (954, 4.152940273284912), (1244, 4.146126747131348), (6787, 4.12229061126709), (1270, 4.072972774505615), (3814, 4.058662414550781), (3135, 3.9786109924316406), (6339, 3.9552295207977295)]"
1314,109454,"[(924, 4.2064714431762695), (1270, 4.186583518981934), (1103, 4.0917816162109375), (101, 3.9617533683776855), (1372, 3.4597065448760986), (748, 3.191420793533325), (719, 2.85292649269104), (828, 2.8506062030792236), (185, 2.7619190216064453), (256, 2.6527321338653564)]"
1315,66346,"[(4973, 4.522373199462891), (1291, 4.430032730102539), (924, 4.425804138183594), (3504, 4.413662910461426), (1270, 4.410539150238037), (2804, 4.405354976654053), (32, 4.388011932373047), (1265, 4.366595268249512), (2918, 4.361230850219727), (6773, 4.330399036407471)]"
1316,102457,"[(5008, 4.301377296447754), (3435, 4.2680206298828125), (1233, 4.232377052307129), (955, 4.165805816650391), (4432, 4.139665126800537), (1244, 4.125249862670898), (1104, 4.093195915222168), (3088, 4.088593482971191), (1303, 4.087278366088867), (3135, 3.954813003540039)]"
1317,204629,"[(1089, 3.56154465675354), (4848, 3.5514822006225586), (44665, 3.5020363330841064), (98124, 3.466918706893921), (33660, 3.4601800441741943), (1387, 3.4432356357574463), (59784, 3.184375286102295), (832, 3.1112823486328125), (2985, 3.093928813934326), (1801, 2.943132162094116)]"
1318,6657,"[(1321, 3.56154465675354), (3654, 3.56154465675354), (1653, 3.56154465675354), (229, 3.56154465675354), (1959, 3.56154465675354), (1350, 3.5535855293273926), (539, 3.4813249111175537), (100, 3.411952495574951), (3445, 3.3926315307617188), (225, 3.3428330421447754)]"
1319,179359,"[(541, 4.144720077514648), (115617, 3.7362115383148193), (122920, 3.6389126777648926), (165, 3.56154465675354), (5108, 3.56154465675354), (6754, 3.5611085891723633), (1687, 3.515845537185669), (3285, 3.4971790313720703), (6373, 3.4862067699432373), (1917, 3.4405131340026855)]"
1320,168755,"[(1291, 3.809272289276123), (1263, 3.7672653198242188), (2997, 3.7642180919647217), (7139, 3.701496124267578), (6869, 3.674221992492676), (5632, 3.6673691272735596), (44694, 3.6631834506988525), (8951, 3.6502175331115723), (44665, 3.648616313934326), (52042, 3.6327528953552246)]"
